823,1023,1023,1023
912,1023,1023,1023
988,1023,1023,1023
1063,1023,1023,1023
1139,1023,1023,1023
1215,1023,1023,1023
1291,1023,1023,1023
1366,1023,1023,1023
1441,1023,1023,1023
1517,1023,1023,1023
1593,1023,1023,1023
1672,1023,1023,1023
1747,1023,1023,1023
1823,1023,1023,1023
1899,1023,1023,1023
1975,1023,1023,1023
2051,1023,1023,1023
2125,1023,1023,1023
2201,1023,1023,1023
2278,1023,1023,1023
2354,1023,1023,1023
2429,1023,1023,1023
2504,1023,1023,1023
2580,1023,1023,1023
2656,1023,1023,1023
2732,1023,1023,1023
2807,1023,1023,1023
2882,1023,1023,1023
2960,1023,1023,1023
3036,1023,1023,1023
3111,1023,1023,1023
3187,1023,1023,1023
3263,1023,1023,1023
3339,1023,1023,1023
3415,1023,1023,1023
3490,1023,1023,1023
3568,1023,1023,1023
3644,1023,1023,1023
3720,1023,1023,1023
3795,1023,1023,1023
3871,1023,1023,1023
3947,1023,1023,1023
4023,1023,1023,1023
4098,1023,1023,1023
4173,1023,1023,1023
4249,1023,1023,1023
4325,1023,1023,1023
4401,1023,1023,1023
4476,1023,1023,1023
4552,1023,1023,1023
4628,1023,1023,1023
4704,1023,1023,1023
4780,1023,1023,1023
4854,1023,1023,1023
4930,1023,1023,1023
5006,1023,1023,1023
5082,1023,1023,1023
5165,1023,1023,1023
5239,1023,1023,1023
5315,1023,1023,1023
5394,1023,1023,1023
5471,1023,1023,1023
5547,1023,1023,1023
5623,1023,1023,1023
5699,1023,1023,1023
5775,1023,1023,1023
5851,1023,1023,1023
5926,1023,1023,1023
6002,1023,1023,1023
6078,1023,1023,1023
6154,1023,1023,1023
6230,1023,1023,1023
6305,1023,1023,1023
6381,1023,1023,1023
6457,1023,1023,1023
6533,1023,1023,1023
6608,1023,1023,1023
6684,1023,1023,1023
6760,1023,1023,1023
6836,1023,1023,1023
6912,1023,1023,1023
6987,1023,1023,1023
7063,1023,1023,1023
7139,1023,1023,1023
7215,1023,1023,1023
7293,1023,1023,1023
7371,1023,1023,1023
7447,1023,1023,1023
7523,1023,1023,1023
7598,1023,1023,1023
7673,1023,1023,1023
7749,1023,1023,1023
7825,1023,1023,1023
7900,776,698,697
7975,776,698,697
8051,776,698,697
8126,776,698,697
8202,775,697,695
8276,775,698,696
8352,776,697,697
8428,776,698,696
8503,776,697,696
8579,776,697,696
8653,775,698,697
8729,775,697,696
8804,775,698,697
8880,776,696,697
8955,776,697,696
9030,775,696,696
9106,776,696,696
9181,775,696,695
9260,774,697,696
9335,776,697,696
9416,776,697,696
9492,744,525,544
9567,744,525,544
9643,745,525,545
9718,741,525,543
9793,742,525,543
9869,744,524,544
9944,743,526,544
10019,743,522,543
10095,746,525,545
10171,741,524,543
10247,743,525,543
10322,741,525,542
10397,742,526,543
10473,743,526,543
10549,743,524,543
10624,742,525,543
10699,743,525,544
10775,741,526,543
10851,741,526,542
10927,742,524,543
11002,742,524,543
11077,742,524,544
11153,744,523,543
11229,742,524,543
11304,743,525,540
11382,742,524,544
11458,742,524,543
11539,743,524,539
11617,742,525,543
11693,740,525,543
11767,742,526,543
11843,742,524,542
11919,747,525,544
11994,742,523,542
12069,743,524,543
12144,742,523,543
12220,743,524,543
12296,742,529,540
12370,740,524,543
12446,742,524,544
12521,742,524,543
12597,742,525,543
12673,742,524,541
12747,742,526,542
12823,746,524,544
12898,743,525,544
12974,742,524,542
13049,741,525,542
13124,742,525,543
13200,741,524,542
13275,741,523,541
13350,743,524,542
13428,742,524,543
13504,742,525,542
13580,742,524,543
13661,739,525,542
13736,741,524,542
13812,743,524,542
13887,742,523,542
13963,742,524,543
14039,743,524,541
14114,743,525,544
14189,742,524,543
14265,742,524,539
14341,742,525,542
14415,742,524,542
14492,742,524,543
14567,741,524,542
14643,742,524,543
14718,742,524,542
14794,743,525,543
14869,741,524,543
14945,743,525,543
15021,744,525,543
15096,743,525,543
15172,742,524,542
15248,742,524,543
15324,743,524,544
15398,745,524,545
15477,742,526,543
15553,742,524,543
15629,744,525,543
15705,743,524,544
15784,743,524,543
15862,743,524,542
15938,743,524,543
16014,743,525,542
16089,744,525,541
16164,745,524,541
16239,745,524,544
16315,744,525,542
16391,743,525,543
16465,746,525,543
16541,747,525,540
16617,750,524,542
16692,743,524,542
16768,742,524,542
16842,742,524,542
16918,742,524,540
16994,741,525,541
17069,743,524,542
17144,744,524,543
17220,742,524,542
17295,744,524,542
17371,744,525,543
17445,747,525,543
17524,742,524,542
17599,744,526,541
17675,742,525,541
17750,742,523,543
17824,745,524,542
17905,745,525,542
17981,744,525,543
18056,744,524,543
18131,741,524,542
18206,740,543,542
18282,740,521,540
18358,736,523,538
18433,741,524,540
18508,735,524,540
18583,738,533,541
18659,737,495,540
18735,735,523,541
