171,459,432,417
249,427,421,416
323,415,411,409
396,407,403,402
470,400,395,394
543,393,388,388
617,386,382,381
691,380,376,375
763,374,370,369
837,369,365,364
910,364,360,359
984,359,355,354
1057,355,351,350
1130,351,347,345
1204,347,343,342
1277,343,339,338
1351,340,336,335
1424,337,333,332
1498,334,330,329
1571,332,328,326
1644,329,325,324
1718,327,323,321
1792,324,321,319
1865,322,318,317
1938,320,317,315
2012,319,315,313
2085,317,314,312
2164,316,312,310
2237,314,311,309
2311,313,310,308
2386,313,309,307
2460,311,308,306
2533,310,307,305
2607,310,306,304
2680,309,306,304
2754,308,305,303
2828,308,304,302
2902,307,304,302
2975,307,304,301
3048,306,303,301
3122,306,303,301
3195,306,302,300
3269,305,302,300
3343,305,302,299
3416,305,301,299
3489,304,301,299
3563,304,301,299
3637,304,301,299
3710,304,300,298
3783,303,300,298
3857,303,300,298
3931,303,300,297
4004,303,299,297
4078,303,299,297
4151,302,299,297
4229,303,299,297
4302,303,299,297
4376,302,299,297
4454,303,299,297
4528,303,299,297
4601,302,299,297
4675,302,299,297
4749,302,298,296
4822,302,298,296
4895,302,298,296
4969,302,298,296
5043,301,298,296
5116,301,298,296
5189,301,298,296
5263,301,298,296
5337,301,298,296
5410,301,298,296
5484,301,298,296
5557,301,298,296
5630,301,298,296
5704,301,298,296
5778,301,298,296
5852,301,298,296
5924,301,298,296
5998,301,298,296
6072,301,298,296
6146,301,298,296
6219,301,297,295
6297,301,298,296
6371,301,298,296
6445,301,297,295
6518,301,297,295
6589,300,297,295
6663,300,297,295
6736,300,296,294
6809,299,295,293
6884,299,295,293
6958,299,295,293
7030,299,296,293
7104,299,296,294
7178,300,296,295
7251,301,297,295
7324,301,298,296
7398,302,299,297
7472,303,300,298
7545,305,302,299
7619,306,303,300
7692,306,303,301
7766,307,304,301
7839,307,304,302
7913,308,305,302
7986,309,306,303
8059,309,306,304
8133,312,309,306
8207,315,312,309
8281,314,310,308
8353,319,315,312
8433,319,316,313
8506,324,321,317
8580,325,322,319
8655,319,316,315
8729,316,312,311
8804,321,317,314
8878,323,320,316
8950,327,324,319
9024,343,340,331
9098,354,352,343
9171,351,350,345
9245,350,347,344
9320,350,347,344
9394,349,346,343
9467,353,350,346
9540,353,350,347
9614,352,349,346
