1114,384,388,389
1177,373,371,374
1222,371,370,370
1268,366,364,365
1314,354,352,353
1359,346,343,345
1405,344,343,342
1452,339,338,337
1498,328,325,327
1543,320,318,319
1589,319,318,317
1635,314,313,313
1681,303,301,303
1727,297,294,295
1772,295,294,294
1818,291,290,290
1864,281,279,280
1910,275,272,273
1955,274,273,272
2001,270,270,269
2048,261,259,260
2094,255,253,254
2139,279,282,281
2185,292,294,293
2231,288,287,287
2277,285,284,284
2323,287,287,285
2368,287,287,286
2420,286,285,284
2468,285,284,283
2514,280,279,279
2560,277,275,275
2606,279,279,277
2652,279,279,278
2698,275,274,273
2743,272,271,271
2789,275,274,273
2834,275,275,274
2880,271,270,270
2926,269,267,267
2972,272,271,269
3017,272,272,270
3063,268,267,266
3109,266,265,264
3154,269,269,267
3201,269,269,268
3247,265,264,264
3292,264,262,262
3338,267,267,265
3384,267,267,266
3430,263,262,262
3475,262,261,260
3521,265,265,263
3567,266,266,264
3612,262,261,260
3658,261,259,259
3709,261,260,259
3759,261,260,259
3804,264,264,262
3850,265,265,263
3896,261,260,259
3941,260,259,258
3987,263,263,261
4033,264,264,262
4079,260,259,258
4125,259,258,257
4171,262,262,260
4217,263,263,261
4263,259,258,258
4308,258,257,256
4355,261,261,259
4401,262,262,261
4447,259,258,257
4493,257,256,255
4539,260,260,258
4585,262,262,260
4631,259,258,257
4676,257,256,255
4722,260,259,258
4768,262,262,260
4814,259,258,257
4860,257,256,255
4907,259,259,257
4953,261,261,259
5004,261,261,259
5051,262,262,260
5099,262,262,260
5145,258,257,257
5192,257,256,255
5238,261,261,259
5283,262,262,260
5329,258,257,256
5376,257,256,255
5422,261,260,258
5468,261,261,260
5513,258,256,256
5559,257,256,255
5605,260,260,258
5651,261,261,260
5696,258,257,256
5742,256,255,255
5788,260,259,258
5834,261,261,259
5880,258,257,256
5926,256,255,254
5972,259,259,257
6018,261,261,259
6064,258,257,256
6110,256,255,254
6156,259,259,257
6202,261,261,259
6247,258,257,256
6299,261,261,259
6345,258,257,256
6395,258,257,256
6441,257,256,255
6488,260,260,258
6534,262,262,260
6581,259,258,257
6626,257,256,255
6672,259,258,256
6718,261,261,259
6764,260,260,258
6810,257,256,255
6856,258,257,255
6902,261,261,259
6948,260,260,259
6994,257,256,255
7040,257,256,255
7086,260,260,258
7132,261,261,259
7178,257,256,255
7224,256,255,254
7270,260,260,258
7316,261,261,259
7362,257,256,256
7408,256,255,254
7454,259,259,257
7500,261,261,259
7545,257,256,256
7598,259,258,257
7646,258,257,256
7692,257,256,255
7740,257,256,255
7786,260,261,259
7832,261,261,260
7879,258,257,256
7924,257,256,255
7970,260,260,258
8016,262,262,260
8062,259,258,257
8109,257,256,255
8157,258,258,256
8203,261,261,259
8248,261,261,260
8294,257,256,256
8340,257,256,255
8385,261,261,259
8431,261,261,259
8477,257,256,255
8522,257,256,255
8568,261,261,259
8614,260,260,259
8659,257,256,255
8706,257,256,255
8752,261,261,258
8798,260,260,259
8843,257,255,255
8894,258,257,256
8940,257,256,255
8986,261,261,259
9034,262,262,260
9080,261,260,259
9126,257,256,256
9171,258,257,256
9218,261,261,259
9264,260,260,259
9310,257,256,255
9356,258,257,255
9402,261,261,259
9448,261,261,259
9494,257,256,255
9540,257,256,255
9586,261,260,258
9632,261,261,259
9677,257,256,256
9723,256,255,255
9769,260,260,258
9816,261,261,259
9862,257,256,256
9908,256,255,254
9954,260,259,257
10000,261,261,259
10045,257,256,256
10091,256,255,254
10137,259,259,257
10189,258,257,256
10235,260,260,258
10281,261,261,260
10331,261,260,259
10377,257,256,255
10423,258,256,255
10469,261,261,259
10514,260,260,259
10560,257,256,255
10606,258,257,255
10652,261,261,259
10697,260,260,259
10743,257,256,255
10789,258,257,255
10835,261,261,259
10881,260,259,258
10927,257,256,255
10973,258,257,255
11018,261,261,259
11064,260,260,258
11110,257,256,255
11156,258,257,256
11201,261,261,259
11247,259,259,258
11293,256,255,255
11339,258,257,256
11384,261,261,259
11430,259,259,258
11482,261,261,260
11528,258,256,256
11576,258,257,256
11622,258,257,256
11667,261,261,259
11713,260,260,259
11759,257,256,255
11804,258,257,256
11850,261,261,259
11896,259,259,258
11941,257,255,255
11987,259,258,256
12034,261,261,259
12079,258,258,257
12125,256,255,255
12170,259,258,257
12216,261,261,259
12262,258,257,256
12307,256,255,254
12353,259,259,257
12399,261,261,259
12444,258,257,256
12490,256,255,254
12536,259,259,257
12581,261,261,259
12627,257,256,256
12674,256,255,254
12719,260,259,257
12770,260,260,258
12818,261,260,259
12864,262,261,260
12910,258,257,256
12956,257,256,255
13002,261,260,258
13048,262,262,260
13094,258,257,257
13140,257,256,255
13186,260,260,258
13232,262,262,260
13278,259,258,257
13324,257,256,255
13370,260,259,258
13416,262,262,260
13462,260,259,258
13508,257,256,256
13554,259,258,257
13600,262,262,260
13646,261,261,260
13691,258,256,256
13737,258,257,256
13784,261,261,259
13830,261,261,260
13876,257,256,256
13922,257,256,255
13968,261,261,259
14014,261,261,260
14069,261,261,259
14115,262,262,260
14160,259,258,257
14206,257,256,255
14253,260,260,258
14299,262,262,260
14345,259,258,257
14391,257,256,255
14437,260,259,257
14482,261,262,260
14528,259,258,258
14574,257,256,255
14620,259,258,256
14666,261,261,259
14712,260,259,258
14758,257,256,255
14803,258,257,256
14850,261,261,259
14896,260,260,259
14942,257,256,255
14988,257,256,255
15034,260,260,258
15080,260,260,259
15126,257,256,255
15171,257,255,254
15217,260,260,258
15263,261,261,259
15312,260,259,258
15365,262,261,260
15411,259,258,257
15456,257,256,255
15502,260,260,258
15548,262,262,260
15594,259,258,257
15640,257,256,255
15686,260,259,257
15732,261,262,260
15778,260,259,258
15824,257,256,255
15870,258,257,256
15917,261,261,259
15963,261,260,259
16009,257,256,255
16055,257,256,255
16100,260,260,258
16147,261,261,259
16192,257,256,255
16238,256,255,254
16284,260,259,257
16330,261,261,259
16376,257,256,256
16422,256,255,254
16468,259,259,257
16515,261,261,259
16563,261,261,259
16609,257,256,255
16661,258,257,256
16707,257,256,255
16753,258,258,256
16799,261,261,259
16845,260,259,258
16891,257,256,255
16937,257,256,255
16984,261,261,259
17029,261,261,259
17076,257,256,256
17121,257,256,255
17167,260,260,258
17213,261,261,260
17259,258,257,256
17305,257,256,255
17351,260,260,258
